gene_id	gene_name	chromosome	start	end	strand	type
ENSG00000271895.2	AL109811.3	chr1	11029659	11030528	+	antisense
ENSG00000116649.9	SRM	chr1	11054584	11060024	-	protein_coding
ENSG00000171824.13	EXOSC10	chr1	11066618	11099881	-	protein_coding
ENSG00000226849.1	AL109811.1	chr1	11068471	11073097	+	antisense
ENSG00000230337.1	AL109811.2	chr1	11099675	11102100	+	antisense
ENSG00000198793.12	MTOR	chr1	11106535	11262507	-	protein_coding
ENSG00000225602.5	MTOR-AS1	chr1	11143898	11149537	+	antisense
ENSG00000253086.1	RNU6-537P	chr1	11152350	11152452	+	snRNA
ENSG00000171819.4	ANGPTL7	chr1	11189341	11195981	+	protein_coding
ENSG00000207451.1	RNU6-291P	chr1	11226254	11226360	+	snRNA
ENSG00000238173.1	RPL39P6	chr1	11232963	11233112	+	processed_pseudogene
ENSG00000120942.13	UBIAD1	chr1	11273206	11296049	+	protein_coding
ENSG00000238199.1	UBE2V2P3	chr1	11278616	11279351	-	processed_pseudogene
ENSG00000284646.1	AL031291.1	chr1	11311734	11319093	-	lincRNA
ENSG00000224338.2	MTCYBP45	chr1	11425257	11425821	-	processed_pseudogene
ENSG00000204624.7	DISP3	chr1	11479166	11537584	+	protein_coding
ENSG00000285833.1	AL590989.1	chr1	11500803	11502016	-	antisense
ENSG00000235643.1	LINC01647	chr1	11609531	11613355	+	lincRNA
ENSG00000284708.1	AL031731.1	chr1	11623558	11643416	+	antisense
ENSG00000116661.10	FBXO2	chr1	11637018	11655785	-	protein_coding
ENSG00000132879.13	FBXO44	chr1	11654375	11663327	+	protein_coding
ENSG00000116663.10	FBXO6	chr1	11664124	11674354	+	protein_coding
ENSG00000116670.14	MAD2L2	chr1	11674480	11691650	-	protein_coding
ENSG00000162490.6	DRAXIN	chr1	11691729	11725857	+	protein_coding
ENSG00000177674.15	AGTRAP	chr1	11736084	11754802	+	protein_coding
ENSG00000215910.7	C1orf167	chr1	11761787	11789585	+	protein_coding
ENSG00000177553.6	AL953897.1	chr1	11777077	11779619	-	antisense
ENSG00000177000.12	MTHFR	chr1	11785723	11806920	-	protein_coding
ENSG00000011021.22	CLCN6	chr1	11806096	11848079	+	protein_coding
ENSG00000276470.1	RF02156	chr1	11843812	11843984	+	misc_RNA
ENSG00000278852.1	RF02157	chr1	11845549	11845697	+	misc_RNA
ENSG00000175206.10	NPPA	chr1	11845709	11848345	-	protein_coding
ENSG00000275915.1	RF02158	chr1	11847442	11847549	+	misc_RNA
ENSG00000120937.8	NPPB	chr1	11857464	11858931	-	protein_coding
ENSG00000224904.1	AL021155.1	chr1	11877770	11880406	+	processed_pseudogene
ENSG00000285646.1	AL021155.2	chr1	11908147	11913232	+	lincRNA
ENSG00000199347.1	RNU5E-1	chr1	11908152	11908271	+	snRNA
ENSG00000201801.1	RNU5E-4P	chr1	11909808	11909927	-	snRNA
ENSG00000116685.15	KIAA2013	chr1	11919591	11926428	-	protein_coding
ENSG00000083444.16	PLOD1	chr1	11934205	11975538	+	protein_coding
ENSG00000116688.16	MFN2	chr1	11980181	12013514	+	protein_coding
ENSG00000270914.1	AL096840.1	chr1	12017216	12017308	-	processed_pseudogene
ENSG00000116691.10	MIIP	chr1	12019466	12032045	+	protein_coding
ENSG00000202461.1	RF00019	chr1	12024012	12024124	-	misc_RNA
ENSG00000276869.1	MIR6729	chr1	12029158	12029222	+	miRNA
ENSG00000243539.3	RN7SL649P	chr1	12036740	12037014	-	misc_RNA
ENSG00000120949.14	TNFRSF8	chr1	12063377	12144207	+	protein_coding
ENSG00000201135.1	RNU6-777P	chr1	12077881	12077984	-	snRNA
ENSG00000227875.2	RPL23AP89	chr1	12080293	12080547	-	processed_pseudogene
ENSG00000285604.1	AL357835.1	chr1	12088441	12092264	-	antisense
ENSG00000283789.1	MIR7846	chr1	12166943	12167038	+	miRNA
ENSG00000028137.18	TNFRSF1B	chr1	12167003	12209228	+	protein_coding
ENSG00000263676.1	MIR4632	chr1	12191713	12191773	+	miRNA
ENSG00000225196.2	RPL10P17	chr1	12220794	12221109	-	processed_pseudogene
ENSG00000252969.1	RF00156	chr1	12221148	12221271	-	snoRNA
ENSG00000048707.15	VPS13D	chr1	12230030	12512047	+	protein_coding
ENSG00000239149.1	SNORA59A	chr1	12507246	12507397	+	snoRNA
ENSG00000229484.1	AC243836.1	chr1	12527724	12528420	+	lincRNA
ENSG00000162496.8	DHRS3	chr1	12567910	12617731	-	protein_coding
ENSG00000221340.1	RNU6ATAC18P	chr1	12569972	12570072	-	snRNA
ENSG00000276830.1	MIR6730	chr1	12578957	12579023	-	miRNA
ENSG00000272482.1	AC254633.1	chr1	12618900	12619244	-	lincRNA
ENSG00000204518.2	AADACL4	chr1	12644547	12667086	+	protein_coding
ENSG00000226166.2	AC244670.1	chr1	12692909	12693020	+	processed_pseudogene
ENSG00000188984.11	AADACL3	chr1	12716115	12728759	+	protein_coding
ENSG00000157330.9	C1orf158	chr1	12746215	12763699	+	protein_coding
ENSG00000116726.4	PRAMEF12	chr1	12774841	12777906	+	protein_coding
ENSG00000116721.9	PRAMEF1	chr1	12791397	12796628	+	protein_coding
ENSG00000228338.1	LINC01784	chr1	12822686	12823159	-	lincRNA
ENSG00000239810.3	PRAMEF11	chr1	12824605	12831410	-	protein_coding
ENSG00000231103.2	PRAMEF30P	chr1	12838125	12841357	-	unprocessed_pseudogene
ENSG00000179172.9	HNRNPCL1	chr1	12847408	12848725	-	protein_coding
ENSG00000120952.4	PRAMEF2	chr1	12857086	12861909	+	protein_coding
ENSG00000243073.3	PRAMEF4	chr1	12879224	12886201	-	protein_coding
ENSG00000187545.5	PRAMEF10	chr1	12892896	12898270	-	protein_coding
ENSG00000204510.5	PRAMEF7	chr1	12916610	12920482	+	protein_coding
ENSG00000207434.1	RNU6-1072P	chr1	12922554	12922660	+	snRNA
ENSG00000234064.1	PRAMEF29P	chr1	12926162	12928253	+	unprocessed_pseudogene
ENSG00000232423.6	PRAMEF6	chr1	12938472	12947580	-	protein_coding
ENSG00000274178.2	PRAMEF28P	chr1	13029339	13032130	+	unprocessed_pseudogene
ENSG00000274764.5	PRAMEF27	chr1	13049476	13056491	-	protein_coding
ENSG00000277058.2	HNRNPCL3	chr1	13060869	13062229	+	protein_coding
ENSG00000229571.7	PRAMEF25	chr1	13068677	13077884	+	protein_coding
ENSG00000277862.1	PRAMEF34P	chr1	13095179	13097971	-	unprocessed_pseudogene
ENSG00000236179.1	PRAMEF35P	chr1	13104403	13105689	-	unprocessed_pseudogene
ENSG00000275774.2	HNRNPCL2	chr1	13115496	13116854	-	protein_coding
ENSG00000229978.1	PRAMEF36P	chr1	13128818	13131615	+	transcribed_unprocessed_pseudogene
ENSG00000233336.1	AC245056.1	chr1	13146981	13147460	-	lincRNA
ENSG00000280267.4	PRAMEF26	chr1	13148905	13155961	-	protein_coding
ENSG00000179412.10	HNRNPCL4	chr1	13164586	13165467	-	protein_coding
ENSG00000204505.4	PRAMEF9	chr1	13172455	13179464	+	protein_coding
ENSG00000279169.2	PRAMEF13	chr1	13196330	13201409	-	protein_coding
ENSG00000279804.2	PRAMEF18	chr1	13222705	13226106	-	protein_coding
ENSG00000250894.1	PRAMEF31P	chr1	13245863	13248652	+	unprocessed_pseudogene
ENSG00000270601.4	PRAMEF5	chr1	13254212	13263314	+	protein_coding
ENSG00000231219.1	PRAMEF32P	chr1	13273539	13275627	-	unprocessed_pseudogene
ENSG00000207511.1	RNU6-771P	chr1	13279125	13279231	-	snRNA
ENSG00000182330.10	PRAMEF8	chr1	13281035	13285174	-	protein_coding
ENSG00000237700.2	PRAMEF33	chr1	13303539	13308907	+	protein_coding
ENSG00000204501.7	PRAMEF15	chr1	13315581	13322598	+	protein_coding
ENSG00000228229.2	AC243961.1	chr1	13324039	13324518	+	lincRNA
ENSG00000204481.7	PRAMEF14	chr1	13342034	13347134	-	protein_coding
ENSG00000204480.8	PRAMEF19	chr1	13369067	13371900	-	protein_coding
ENSG00000204479.4	PRAMEF17	chr1	13389632	13392629	+	protein_coding
ENSG00000204478.9	PRAMEF20	chr1	13410450	13421328	+	protein_coding
ENSG00000162494.5	LRRC38	chr1	13474977	13514048	-	protein_coding
ENSG00000259961.1	AL354712.1	chr1	13513220	13516270	+	antisense
ENSG00000215909.3	BRWD1P1	chr1	13555001	13555694	+	processed_pseudogene
ENSG00000162493.16	PDPN	chr1	13583465	13617957	+	protein_coding
ENSG00000222952.1	RNA5SP41	chr1	13623184	13623284	-	rRNA_pseudogene
ENSG00000237445.2	AL359771.1	chr1	13657311	13659910	-	lincRNA
ENSG00000253085.1	RF00564	chr1	13696070	13696199	-	scaRNA
ENSG00000116731.22	PRDM2	chr1	13700198	13825079	+	protein_coding
ENSG00000189337.16	KAZN	chr1	13892792	15118043	+	protein_coding
ENSG00000252151.1	RNU6-1265P	chr1	14124233	14124335	-	snRNA
ENSG00000231606.1	AL357873.1	chr1	14221891	14223118	-	lincRNA
ENSG00000234593.2	KAZN-AS1	chr1	14348955	14391575	-	lincRNA
ENSG00000235829.1	TBCAP2	chr1	14692129	14692613	-	processed_pseudogene
ENSG00000175147.12	TMEM51-AS1	chr1	15111815	15153237	-	antisense
ENSG00000171729.13	TMEM51	chr1	15152532	15220480	+	protein_coding
ENSG00000204464.7	C1orf195	chr1	15164344	15171317	-	lincRNA
ENSG00000215720.4	AL035405.1	chr1	15191828	15192845	-	processed_pseudogene
ENSG00000278480.1	AL391094.1	chr1	15226373	15227549	+	processed_pseudogene
ENSG00000142621.19	FHAD1	chr1	15247272	15400283	+	protein_coding
ENSG00000233485.1	AL031283.2	chr1	15326680	15343876	-	antisense
ENSG00000236045.1	AL031283.3	chr1	15334166	15335464	-	antisense
ENSG00000228140.1	AL031283.1	chr1	15402979	15409433	-	lincRNA
ENSG00000142634.12	EFHD2	chr1	15409895	15430343	+	protein_coding
ENSG00000162438.11	CTRC	chr1	15438439	15449242	+	protein_coding
ENSG00000142615.7	CELA2A	chr1	15456728	15472091	+	protein_coding
ENSG00000215704.9	CELA2B	chr1	15465909	15491400	+	protein_coding
ENSG00000132906.17	CASP9	chr1	15490832	15526534	-	protein_coding
ENSG00000116138.12	DNAJC16	chr1	15526813	15592379	+	protein_coding
ENSG00000251866.1	SCARNA21B	chr1	15542165	15542304	+	scaRNA
ENSG00000272510.1	AL121992.3	chr1	15565611	15565956	-	antisense
ENSG00000116771.5	AGMAT	chr1	15572353	15585110	-	protein_coding
ENSG00000237301.1	AL121992.1	chr1	15586136	15603626	-	antisense
ENSG00000235084.3	CHCHD2P6	chr1	15604597	15605043	+	processed_pseudogene
ENSG00000252417.1	RNU7-179P	chr1	15608078	15608145	-	snRNA
ENSG00000236500.1	CD24P1	chr1	15614643	15614867	-	processed_pseudogene
ENSG00000197312.11	DDI2	chr1	15617500	15669044	+	protein_coding
ENSG00000215695.1	RSC1A1	chr1	15659869	15661722	+	protein_coding
ENSG00000271742.1	AL121992.2	chr1	15682873	15683128	-	lincRNA
ENSG00000116786.12	PLEKHM2	chr1	15684332	15734769	+	protein_coding
ENSG00000237938.5	AL450998.2	chr1	15720312	15736896	-	antisense
ENSG00000162461.7	SLC25A34	chr1	15736405	15741396	+	protein_coding
ENSG00000224459.1	SLC25A34-AS1	chr1	15740051	15749896	-	antisense
ENSG00000162460.6	TMEM82	chr1	15742422	15747982	+	protein_coding
ENSG00000162458.12	FBLIM1	chr1	15756607	15786594	+	protein_coding
ENSG00000224321.1	RPL12P14	chr1	15792796	15793285	+	processed_pseudogene
ENSG00000233954.6	UQCRHL	chr1	15807169	15809348	-	protein_coding
ENSG00000178715.8	AL450998.1	chr1	15828232	15828669	+	processed_pseudogene
ENSG00000179743.4	FLJ37453	chr1	15834474	15848147	-	antisense
ENSG00000065526.10	SPEN	chr1	15847864	15940460	+	protein_coding
ENSG00000270620.1	AL034555.1	chr1	15917698	15917908	-	unprocessed_pseudogene
ENSG00000116809.11	ZBTB17	chr1	15941869	15976132	-	protein_coding
ENSG00000234607.2	AL355994.4	chr1	15969632	15970194	+	processed_pseudogene
ENSG00000231353.1	AL355994.1	chr1	15988182	15988441	+	unprocessed_pseudogene
ENSG00000275503.1	AL355994.5	chr1	15989140	15989375	-	processed_pseudogene
ENSG00000224966.4	TBC1D3P6	chr1	15989871	15994751	+	unprocessed_pseudogene
ENSG00000183888.4	SRARP	chr1	16004236	16008807	+	protein_coding
ENSG00000233078.1	AL355994.3	chr1	16006160	16006671	-	antisense
ENSG00000173641.17	HSPB7	chr1	16014028	16019594	-	protein_coding
ENSG00000186510.11	CLCNKA	chr1	16018875	16034050	+	protein_coding
ENSG00000232456.1	AL355994.2	chr1	16035178	16040029	-	unprocessed_pseudogene
ENSG00000184908.17	CLCNKB	chr1	16043736	16057308	+	protein_coding
ENSG00000185519.8	FAM131C	chr1	16057769	16073632	-	protein_coding
ENSG00000142627.12	EPHA2	chr1	16124337	16156087	-	protein_coding
ENSG00000227959.1	AL451042.2	chr1	16155211	16157329	+	antisense
ENSG00000224621.1	AL451042.1	chr1	16159266	16161883	+	antisense
ENSG00000234166.1	ARHGEF19-AS1	chr1	16197854	16198357	+	antisense
ENSG00000142632.16	ARHGEF19	chr1	16197854	16212609	-	protein_coding
ENSG00000237276.8	ANO7L1	chr1	16215909	16228027	-	transcribed_unprocessed_pseudogene
ENSG00000132881.11	CPLANE2	chr1	16231700	16237162	-	protein_coding
ENSG00000233929.1	MT1XP1	chr1	16241213	16241398	-	processed_pseudogene
ENSG00000037637.10	FBXO42	chr1	16246839	16352454	-	protein_coding
ENSG00000055070.16	SZRD1	chr1	16352575	16398145	+	protein_coding
ENSG00000226457.1	RPL22P3	chr1	16369150	16369530	-	processed_pseudogene
ENSG00000187144.11	SPATA21	chr1	16387117	16437424	-	protein_coding
ENSG00000157191.19	NECAP2	chr1	16440672	16460078	+	protein_coding
ENSG00000226029.1	LINC01772	chr1	16460948	16468481	+	lincRNA
ENSG00000080947.14	CROCCP3	chr1	16467436	16499257	-	transcribed_unprocessed_pseudogene
ENSG00000206652.1	RNU1-1	chr1	16514122	16514285	-	snRNA
ENSG00000261135.1	AL137802.2	chr1	16514645	16515754	+	lincRNA
ENSG00000285853.1	AL137802.3	chr1	16515034	16521788	+	lincRNA
ENSG00000224174.2	AL137802.1	chr1	16520694	16521796	+	lincRNA
ENSG00000233421.4	LINC01783	chr1	16533886	16536172	-	lincRNA
ENSG00000277344.1	RNU1-6P	chr1	16534081	16534224	-	snRNA
ENSG00000225710.1	AL355149.1	chr1	16548651	16552531	-	unprocessed_pseudogene
ENSG00000219481.10	NBPF1	chr1	16562319	16613562	-	protein_coding
ENSG00000271732.1	AL137798.1	chr1	16617391	16617729	+	lincRNA
ENSG00000215908.10	CROCCP2	chr1	16618253	16657232	-	transcribed_unprocessed_pseudogene
ENSG00000283773.1	AL137798.3	chr1	16642767	16643109	-	transcribed_unprocessed_pseudogene
ENSG00000186301.8	MST1P2	chr1	16645622	16650289	+	unprocessed_pseudogene
ENSG00000282143.1	AL137798.2	chr1	16656879	16667524	+	lincRNA
ENSG00000207513.1	RNU1-3	chr1	16666785	16666948	-	snRNA
ENSG00000280114.1	AL021920.2	chr1	16681097	16688749	-	unprocessed_pseudogene
ENSG00000236698.1	EIF1AXP1	chr1	16685621	16686055	-	processed_pseudogene
ENSG00000268869.5	ESPNP	chr1	16687339	16720157	-	transcribed_unprocessed_pseudogene
ENSG00000279151.1	AL021920.1	chr1	16701546	16705594	+	lincRNA
ENSG00000282740.1	AL021920.3	chr1	16739938	16750589	-	lincRNA
ENSG00000058453.16	CROCC	chr1	16740273	16972979	+	protein_coding
ENSG00000227684.2	CROCCP4	chr1	16740280	16750968	+	transcribed_unprocessed_pseudogene
ENSG00000207389.1	RNU1-4	chr1	16740516	16740679	+	snRNA
ENSG00000186715.11	MST1L	chr1	16754910	16770237	-	transcribed_unprocessed_pseudogene
ENSG00000223643.6	BX284668.1	chr1	16851257	16853129	-	lincRNA
ENSG00000230239.1	BX284668.3	chr1	16855407	16859284	+	unprocessed_pseudogene
ENSG00000263811.1	MIR3675	chr1	16858949	16859021	-	miRNA
ENSG00000228549.3	BX284668.2	chr1	16870945	16874092	+	lincRNA
ENSG00000277234.1	RNU1-5P	chr1	16873708	16873851	+	snRNA
ENSG00000238142.1	BX284668.5	chr1	16888538	16889649	-	lincRNA
ENSG00000235241.1	BX284668.4	chr1	16889095	16889602	+	processed_pseudogene
ENSG00000207005.1	RNU1-2	chr1	16895980	16896143	+	snRNA
ENSG00000272426.1	BX284668.6	chr1	16904339	16904776	-	lincRNA
ENSG00000117122.13	MFAP2	chr1	16974502	16980835	-	protein_coding
ENSG00000226526.1	AL049569.1	chr1	16978926	17005091	+	antisense
ENSG00000159363.17	ATP13A2	chr1	16985958	17011928	-	protein_coding
ENSG00000117118.9	SDHB	chr1	17018722	17054170	-	protein_coding
ENSG00000117115.12	PADI2	chr1	17066761	17119435	-	protein_coding
ENSG00000204362.6	AL590644.1	chr1	17189783	17197617	+	lincRNA
ENSG00000282843.1	AL590644.3	chr1	17193232	17201733	-	lincRNA
ENSG00000142623.10	PADI1	chr1	17205126	17246005	+	protein_coding
ENSG00000142619.4	PADI3	chr1	17249098	17284233	+	protein_coding
ENSG00000266634.1	MIR3972	chr1	17277889	17277975	+	miRNA
ENSG00000159339.13	PADI4	chr1	17308195	17364004	+	protein_coding
ENSG00000276747.1	PADI6	chr1	17372196	17401699	+	protein_coding
ENSG00000227751.1	AC004824.1	chr1	17406760	17407382	+	antisense
ENSG00000179051.13	RCC2	chr1	17406760	17439724	-	protein_coding
ENSG00000074964.16	ARHGEF10L	chr1	17539835	17697874	+	protein_coding
ENSG00000236648.1	AL136529.1	chr1	17717687	17749978	+	lincRNA
ENSG00000117148.7	ACTL8	chr1	17755313	17827063	+	protein_coding
ENSG00000284653.1	AL357509.1	chr1	18015712	18045612	+	lincRNA
ENSG00000261781.1	LINC01654	chr1	18065657	18074412	+	lincRNA
ENSG00000117154.11	IGSF21	chr1	18107746	18378483	+	protein_coding
ENSG00000280222.1	AL365209.1	chr1	18109389	18115861	+	TEC
ENSG00000230035.2	IGSF21-AS1	chr1	18166929	18179346	-	antisense
ENSG00000225387.1	AL591896.1	chr1	18385829	18388514	+	lincRNA
ENSG00000179023.8	KLHDC7A	chr1	18480982	18486126	+	protein_coding
ENSG00000235282.3	DYNLL1P3	chr1	18513118	18513383	+	processed_pseudogene
ENSG00000225478.2	AL031737.1	chr1	18595414	18595636	+	processed_pseudogene
ENSG00000009709.11	PAX7	chr1	18631006	18748866	+	protein_coding
ENSG00000179002.5	TAS1R2	chr1	18839599	18859682	-	protein_coding
ENSG00000255275.3	AL080251.1	chr1	18849273	18921121	-	protein_coding
ENSG00000159423.16	ALDH4A1	chr1	18871430	18902781	-	protein_coding
ENSG00000265606.1	MIR4695	chr1	18883202	18883275	-	miRNA
ENSG00000221662.1	MIR1290	chr1	18897071	18897148	-	miRNA
ENSG00000169991.10	IFFO2	chr1	18904281	18956686	-	protein_coding
ENSG00000272084.1	AL137127.1	chr1	19072110	19075511	-	3prime_overlapping_ncRNA
ENSG00000127481.14	UBR4	chr1	19074506	19210276	-	protein_coding
ENSG00000230424.1	AL035413.1	chr1	19210501	19240704	+	antisense
ENSG00000127463.14	EMC1	chr1	19215664	19251552	-	protein_coding
ENSG00000053372.4	MRTO4	chr1	19251539	19260128	+	protein_coding
ENSG00000211454.13	AKR7L	chr1	19265982	19274194	-	polymorphic_pseudogene
ENSG00000162482.4	AKR7A3	chr1	19282558	19289250	-	protein_coding
ENSG00000270728.1	AL035413.2	chr1	19297080	19297903	+	processed_pseudogene
ENSG00000053371.12	AKR7A2	chr1	19303965	19312146	-	protein_coding
ENSG00000200403.1	RNU6-1099P	chr1	19305076	19305182	-	snRNA
ENSG00000040487.12	PQLC2	chr1	19312326	19329300	+	protein_coding
ENSG00000077549.17	CAPZB	chr1	19338776	19485539	-	protein_coding
ENSG00000240490.3	RN7SL277P	chr1	19424384	19424671	+	misc_RNA
ENSG00000173436.14	MINOS1	chr1	19484403	19629821	+	protein_coding
ENSG00000201609.1	RNU4-28P	chr1	19510593	19510733	+	snRNA
ENSG00000235185.1	AL031727.2	chr1	19591802	19596832	-	antisense
ENSG00000158747.14	NBL1	chr1	19596979	19658456	+	protein_coding
ENSG00000270136.6	MINOS1-NBL1	chr1	19597067	19656927	+	protein_coding
ENSG00000226396.1	AL031727.1	chr1	19608114	19608568	+	processed_pseudogene
ENSG00000158748.3	HTR6	chr1	19665287	19679562	+	protein_coding
ENSG00000162542.13	TMCO4	chr1	19682213	19799945	-	protein_coding
ENSG00000178828.6	RNF186	chr1	19814029	19815278	-	protein_coding
ENSG00000235434.1	AL391883.1	chr1	19814367	19819502	+	antisense
ENSG00000169914.5	OTUD3	chr1	19882513	19912945	+	protein_coding
ENSG00000188784.4	PLA2G2E	chr1	19920009	19923617	-	protein_coding
ENSG00000242688.3	RN7SL304P	chr1	19970969	19971269	+	misc_RNA
ENSG00000188257.11	PLA2G2A	chr1	19975431	19980416	-	protein_coding
ENSG00000127472.10	PLA2G5	chr1	20028179	20091190	+	protein_coding
ENSG00000117215.14	PLA2G2D	chr1	20111939	20119566	-	protein_coding
ENSG00000158786.4	PLA2G2F	chr1	20139326	20150386	+	protein_coding
ENSG00000227066.1	Z98257.1	chr1	20154338	20160568	+	lincRNA
ENSG00000187980.6	PLA2G2C	chr1	20161253	20177424	-	protein_coding
ENSG00000225986.1	UBXN10-AS1	chr1	20184242	20186486	-	antisense
ENSG00000162543.5	UBXN10	chr1	20186085	20196048	+	protein_coding
ENSG00000228105.1	LINC01757	chr1	20243095	20244655	+	lincRNA
ENSG00000284710.1	Z98257.2	chr1	20272018	20275005	+	lincRNA
ENSG00000158816.15	VWA5B1	chr1	20290919	20354894	+	protein_coding
ENSG00000226664.1	AL020998.1	chr1	20294211	20323187	-	antisense
ENSG00000236963.6	LINC01141	chr1	20360579	20431234	-	lincRNA
ENSG00000226487.1	AL139254.1	chr1	20412304	20413253	-	lincRNA
ENSG00000284641.1	AL139254.2	chr1	20476222	20478937	+	lincRNA
ENSG00000284743.1	AL139254.3	chr1	20478779	20480397	-	lincRNA
ENSG00000162545.5	CAMK2N1	chr1	20482391	20486220	-	protein_coding
ENSG00000090432.6	MUL1	chr1	20499448	20508161	-	protein_coding
ENSG00000215520.3	RPS4XP4	chr1	20525989	20526751	+	processed_pseudogene
ENSG00000183114.7	FAM43B	chr1	20552439	20555010	+	protein_coding
ENSG00000158825.5	CDA	chr1	20588948	20618908	+	protein_coding
ENSG00000158828.7	PINK1	chr1	20633455	20651511	+	protein_coding
ENSG00000284005.1	MIR6084	chr1	20633679	20633788	+	miRNA
ENSG00000117242.7	PINK1-AS	chr1	20642657	20652193	-	antisense
ENSG00000244038.9	DDOST	chr1	20651767	20661544	-	protein_coding
ENSG00000117245.12	KIF17	chr1	20664014	20718017	-	protein_coding
ENSG00000235432.1	AL663074.2	chr1	20692734	20694013	-	unprocessed_pseudogene
ENSG00000189410.11	SH2D5	chr1	20719732	20732837	-	protein_coding
ENSG00000233069.1	AL663074.1	chr1	20732880	20733952	+	antisense
ENSG00000127483.17	HP1BP3	chr1	20742661	20787323	-	protein_coding
ENSG00000075151.20	EIF4G3	chr1	20806292	21176888	-	protein_coding
ENSG00000251914.1	RNU7-200P	chr1	20841241	20841302	+	snRNA
ENSG00000221808.1	MIR1256	chr1	20988314	20988432	-	miRNA
ENSG00000233072.1	RPS15AP6	chr1	21003550	21003934	-	processed_pseudogene
ENSG00000236073.2	AL627311.1	chr1	21073639	21073753	-	processed_pseudogene
ENSG00000235112.1	HSPE1P27	chr1	21161475	21162081	+	processed_pseudogene
ENSG00000117298.15	ECE1	chr1	21217247	21345572	-	protein_coding
ENSG00000236936.1	AL031005.1	chr1	21266082	21267251	+	antisense
ENSG00000231105.1	AL031728.1	chr1	21293290	21299774	+	antisense
ENSG00000236216.5	PPP1R11P1	chr1	21397987	21398362	+	processed_pseudogene
ENSG00000228823.1	AL592309.1	chr1	21411460	21413293	-	unprocessed_pseudogene
ENSG00000236009.1	AL592309.2	chr1	21415898	21417492	+	lincRNA
ENSG00000227001.3	NBPF2P	chr1	21424625	21427967	-	unprocessed_pseudogene
ENSG00000187952.9	HS6ST1P1	chr1	21428303	21429536	+	processed_pseudogene
ENSG00000186543.7	CROCCP5	chr1	21434318	21437558	+	unprocessed_pseudogene
ENSG00000142794.18	NBPF3	chr1	21440128	21485005	+	protein_coding
ENSG00000176378.8	PFN1P10	chr1	21459756	21460082	-	processed_pseudogene
ENSG00000162551.13	ALPL	chr1	21509372	21578412	+	protein_coding
ENSG00000233431.1	LINC02596	chr1	21586472	21591187	+	antisense
ENSG00000076864.19	RAP1GAP	chr1	21596215	21669363	-	protein_coding
ENSG00000090686.15	USP48	chr1	21678298	21783606	-	protein_coding
ENSG00000231978.2	AL590103.1	chr1	21768269	21768575	+	processed_pseudogene
ENSG00000187942.11	LDLRAD2	chr1	21812265	21825221	+	protein_coding
ENSG00000142798.19	HSPG2	chr1	21822245	21937297	-	protein_coding
